Diet	Korean	Korean	Korean	Korean	Korean	Korean	Western	Western	Western	Western	Western	Western
Faecalibacter bovis	0	0	0	0	0	0	20	24	0	0	0	0
Ichthyobacterium seriolicida	0	0	0	0	0	0	84	23	6	0	0	0
Parvicella tangerina	0	0	0	0	0	0	15	66	0	0	0	0
Croceimicrobium sp.	0	0	0	0	0	0	10	0	27	29	0	0
Hymenobacter sediminicola	0	0	0	0	0	0	281	116	0	0	25	87
Hymenobacter sp. APR13	0	0	0	0	0	0	119	31	0	0	28	55
Hymenobacter sp. HDW8	0	0	0	0	0	0	84	303	0	0	0	0
Hymenobacter sp. DG01	0	0	0	0	0	0	31	0	0	0	0	0
Hymenobacter sp. YIM 151500-1	0	0	0	0	0	0	11	13	0	0	0	0
Hymenobacter sp. DG25A	0	0	0	0	0	0	9	0	0	6	0	0
Hymenobacter volaticus	0	0	0	0	0	0	17	5	10	39	0	0
Pontibacter pudoricolor	0	0	0	0	0	0	63	30	0	0	0	10
Pontibacter kalidii	0	0	0	0	0	0	10	13	0	0	11	16
Adhaeribacter swui	0	0	0	0	0	0	22	8	0	0	0	6
Dyadobacter chenhuakuii	0	0	0	0	0	0	240	72	0	0	8	18
Dyadobacter endophyticus	0	0	0	0	0	0	22	7	39	16	0	5
Runella slithyformis	0	0	0	0	0	0	38	141	0	0	0	0
Runella rosea	0	0	0	0	0	0	8	0	0	0	0	0
Tellurirhabdus bombi	0	0	0	0	0	0	10	0	0	0	0	0
Spirosoma rhododendri	0	0	0	0	0	0	63	18	0	0	0	0
Spirosoma taeanense	0	0	0	0	0	0	54	194	0	64	6	0
Spirosoma endbachense	0	0	0	0	0	0	17	12	0	0	0	0
Spirosoma aerolatum	0	0	0	0	0	0	8	0	0	20	9	0
Spirosoma linguale	0	0	0	0	0	0	6	0	24	10	0	5
Spirosoma pollinicola	0	0	0	0	0	0	5	0	0	0	0	0
Echinicola vietnamensis	0	0	0	0	0	0	20	0	7	11	0	0
Algoriphagus halophilus	0	0	0	0	0	0	15	42	0	0	0	0
Mongoliitalea daihaiensis	0	0	0	0	0	0	9	9	0	0	0	0
Chryseolinea soli	0	0	0	0	0	0	63	15	0	0	0	0
Emticicia oligotrophica	0	0	0	0	0	0	11	36	0	0	0	0
Arcticibacterium luteifluviistationis	0	0	0	0	0	0	8	5	0	0	0	0
Marivirga tractuosa	0	0	0	0	0	0	14	6	0	0	0	0
Marivirga harenae	0	0	0	0	0	0	7	0	0	0	0	0
Reichenbachiella sp.	0	0	0	0	0	0	11	0	13	0	0	8
Mangrovivirga cuniculi	0	0	0	0	0	0	12	0	16	9	0	0
Roseivirga sp.	0	0	0	0	0	0	9	0	0	0	0	6
Mucilaginibacter sp. X5P1	0	0	0	0	0	0	90	24	0	0	10	80
Mucilaginibacter sp. KACC 22063	0	0	0	0	0	0	29	8	0	0	0	0
Mucilaginibacter sp. E4BP6	0	0	0	0	0	0	19	12	0	0	12	19
Mucilaginibacter sp. 21P	0	0	0	0	0	0	9	0	0	0	0	0
Mucilaginibacter sp. AW1-7	0	0	0	0	0	0	12	0	0	0	0	0
Mucilaginibacter sp. 5C4	0	0	0	0	0	0	5	5	0	8	0	0
Mucilaginibacter daejeonensis	0	0	0	0	0	0	127	63	0	0	0	5
Mucilaginibacter ginsenosidivorans	0	0	0	0	0	0	72	26	0	0	10	33
Mucilaginibacter ginsenosidivorax	0	0	0	0	0	0	19	7	0	0	0	0
Mucilaginibacter rubeus	0	0	0	0	0	0	47	17	0	0	0	0
Mucilaginibacter paludis	0	0	0	0	0	0	10	6	0	10	0	10
Mucilaginibacter mali	0	0	0	0	0	0	5	0	10	10	0	0
Pedobacter sp. PACM 27299	0	0	0	0	0	0	152	137	0	0	0	0
Pedobacter sp. G11	0	0	0	0	0	0	35	20	0	0	0	17
Pedobacter sp. BS3	0	0	0	0	0	0	15	0	0	0	0	0
Pedobacter sp. D749	0	0	0	0	0	0	14	0	0	0	0	0
Pedobacter sp. R-06	0	0	0	0	0	0	9	0	0	0	0	0
Sphingobacterium sp. CZ-2	0	0	0	0	0	0	13	0	0	0	0	0
Sphingobacterium puteale	0	0	0	0	0	0	15	8	0	0	0	0
Sphingobacterium multivorum	0	0	0	0	0	0	9	0	11	18	0	6
Chitinophaga caseinilytica	0	0	0	0	0	0	9	9	0	5	0	0
Ferruginibacter lapsinanis	0	0	0	0	0	0	31	153	0	0	0	0
Ferruginibacter albus	0	0	0	0	0	0	17	0	0	0	0	6
Sediminibacterium sp. TEGAF015	0	0	0	0	0	0	34	149	0	6	0	0
Phnomibacter ginsenosidimutans	0	0	0	0	0	0	23	94	0	0	0	0
Phnomibacter sp. MR	0	0	0	0	0	0	10	0	10	7	0	0
Arachidicoccus soli	0	0	0	0	0	0	18	0	0	0	5	21
Mycovorax composti	0	0	0	0	0	0	12	5	0	0	0	0
Lacibacter sp. MH-610	0	0	0	0	0	0	7	12	0	0	0	0
Aureispira sp. CCB-E	0	0	0	0	0	0	19	61	0	0	0	0
Neolewinella sp.	0	0	0	0	0	0	13	5	0	0	0	0
Prosthecochloris sp. CIB 2401	0	0	0	0	0	0	92	31	0	0	10	41
Chloroherpeton thalassium	0	0	0	0	0	0	11	0	0	0	0	0
Rhodocaloribacter litoris	0	0	0	0	0	0	8	0	5	50	0	0
Fidelibacter multiformis	0	0	0	0	0	0	21	25	0	0	0	5
Akkermansia sp. N21116	0	0	0	0	0	0	19	51	0	0	0	0
Termitidicoccus mucosus	0	0	0	0	0	0	15	12	0	0	0	0
Opitutus sp. GAS368	0	0	0	0	0	0	10	0	0	0	17	0
Planctomicrobium sp. SH668	0	0	0	0	0	0	7	0	0	0	0	6
Planctomicrobium sp. SH661	0	0	0	0	0	0	6	0	9	0	0	0
Gimesia aquarii	0	0	0	0	0	0	7	0	0	0	0	0
Calycomorphotria hydatis	0	0	0	0	0	0	8	0	0	0	0	0
Maioricimonas rarisocia	0	0	0	0	0	0	5	0	0	0	0	0
Mariniblastus fucicola	0	0	0	0	0	0	7	0	0	0	0	0
Anatilimnocola sp. NA78	0	0	0	0	0	0	7	6	0	13	0	0
Saltatorellus ferox	0	0	0	0	0	0	7	0	0	0	0	0
Anaerohalosphaera lusitana	0	0	0	0	0	0	15	5	10	0	0	0
Limihaloglobus sulfuriphilus	0	0	0	0	0	0	8	0	34	40	0	16
Kiritimatiella glycovorans	0	0	0	0	0	0	6	0	0	0	0	0
Citrobacter arsenatis	0	0	0	0	0	0	8	0	0	0	0	0
Enterobacter sp. ECC-175	0	0	0	0	0	0	8	6	22	0	0	0
Pseudescherichia vulneris	0	0	0	0	0	0	56	13	0	0	0	0
Cronobacter sakazakii	0	0	0	0	0	0	47	0	0	0	0	0
Kosakonia sacchari	0	0	0	0	0	0	22	14	0	0	0	0
Pseudocitrobacter faecalis	0	0	0	0	0	0	8	0	0	0	0	0
Pantoea sp. SO10	0	0	0	0	0	0	21	0	0	0	0	0
Serratia plymuthica	0	0	0	0	0	0	65	0	0	0	0	0
Providencia huaxiensis	0	0	0	0	0	0	26	0	0	0	0	0
Edwardsiella tarda	0	0	0	0	0	0	13	0	0	10	0	0
Sodalis endosymbiont of Henestaris halophilus	0	0	0	0	0	0	13	0	0	0	0	0
Pseudomonas sp. St290	0	0	0	0	0	0	138	0	27	0	0	0
Pseudomonas sp. JBR1	0	0	0	0	0	0	42	0	0	0	0	0
Pseudomonas helleri	0	0	0	0	0	0	43	0	0	0	0	0
Pseudomonas grandcourensis	0	0	0	0	0	0	68	0	0	0	0	0
Pseudomonas hormoni	0	0	0	0	0	0	30	0	0	0	0	0
Pseudomonas chlororaphis	0	0	0	0	0	0	17	0	0	40	0	0
Pseudomonas siliginis	0	0	0	0	0	0	56	0	0	0	0	0
Metapseudomonas resinovorans	0	0	0	0	0	0	16	0	0	0	0	0
Metapseudomonas otitidis	0	0	0	0	0	0	11	0	0	0	0	0
Stutzerimonas zhaodongensis	0	0	0	0	0	0	16	0	0	0	0	0
Marinobacter alkaliphilus	0	0	0	0	0	0	186	0	0	0	0	0
Marinobacter sp.	0	0	0	0	0	0	21	7	0	0	0	0
Marinobacter fonticola	0	0	0	0	0	0	9	0	6	0	0	0
Halomonas sp. I5-271120	0	0	0	0	0	0	56	23	0	0	0	0
Halomonas sp. 3H	0	0	0	0	0	0	49	30	0	0	0	9
Vreelandella subglaciescola	0	0	0	0	0	0	30	0	0	0	114	58
Candidatus Carsonella ruddii	0	0	0	0	0	0	10	0	0	0	0	0
Amphritea atlantica	0	0	0	0	0	0	83	34	0	9	0	0
Marinomonas arctica	0	0	0	0	0	0	23	8	0	0	0	0
Nitrincola salilacus	0	0	0	0	0	0	17	0	0	0	8	31
Thalassolituus oleivorans	0	0	0	0	0	0	5	0	53	51	0	10
Bacterioplanoides sp.	0	0	0	0	0	0	5	0	0	0	0	0
Alcanivorax sp.	0	0	0	0	0	0	6	0	0	0	0	0
Endozoicomonas sp. SCSIO W0465	0	0	0	0	0	0	23	18	0	0	0	0
Hahella sp. HNIBRBA332	0	0	0	0	0	0	5	0	0	0	0	0
Parashewanella spongiae	0	0	0	0	0	0	13	0	0	0	0	0
Thalassotalea nanhaiensis	0	0	0	0	0	0	11	0	0	0	0	10
Pseudoalteromonas arctica	0	0	0	0	0	0	45	25	0	0	13	0
Pseudoalteromonas xiamenensis	0	0	0	0	0	0	5	0	11	0	0	0
Psychromonas sp. KJ10-10	0	0	0	0	0	0	11	0	0	0	0	0
Vibrio coralliilyticus	0	0	0	0	0	0	17	0	0	0	0	0
Vibrio rarus	0	0	0	0	0	0	8	21	0	0	0	0
Vibrio astriarenae	0	0	0	0	0	0	7	0	0	9	0	0
Vibrio cholerae	0	0	0	0	0	0	10	0	0	0	0	0
Vibrio nigripulchritudo	0	0	0	0	0	0	6	16	50	22	0	0
Photobacterium swingsii	0	0	0	0	0	0	9	0	0	0	0	0
Enterovibrio sp. 27052020O	0	0	0	0	0	0	14	0	0	0	0	0
Acinetobacter bohemicus	0	0	0	0	0	0	48	193	8	9	0	0
Acinetobacter lwoffii	0	0	0	0	0	0	18	0	221	35	0	0
Psychrobacter sp. P11G5	0	0	0	0	0	0	6	0	0	0	0	0
Psychrobacter urativorans	0	0	0	0	0	0	5	0	0	0	0	0
Psychrobacter pacificensis	0	0	0	0	0	0	11	0	0	39	0	0
Moraxella nasicaprae	0	0	0	0	0	0	24	0	0	0	0	0
Xanthomonas campestris	0	0	0	0	0	0	14	19	0	0	27	0
Xanthomonas sacchari	0	0	0	0	0	0	13	0	0	0	12	0
Nitrosococcus watsonii	0	0	0	0	0	0	6	0	0	0	0	0
Acidihalobacter ferrooxydans	0	0	0	0	0	0	5	0	0	0	0	0
Thiosocius teredinicola	0	0	0	0	0	0	7	0	0	0	0	0
Gilvimarinus japonicus	0	0	0	0	0	0	8	19	0	0	0	7
Kineobactrum salinum	0	0	0	0	0	0	6	5	0	6	0	0
Aequoribacter fuscus	0	0	0	0	0	0	6	0	7	0	0	0
Aeromonas media	0	0	0	0	0	0	28	32	0	0	0	0
Oceanimonas pelagia	0	0	0	0	0	0	8	0	0	0	0	0
Legionella cardiaca	0	0	0	0	0	0	16	0	0	0	0	31
Methylobacter sp. G7	0	0	0	0	0	0	13	13	0	9	5	14
Candidatus Ruthia endofausta	0	0	0	0	0	0	7	9	0	0	0	0
Duganella sp. P38	0	0	0	0	0	0	51	15	16	0	0	7
Pseudoduganella flava	0	0	0	0	0	0	14	0	0	0	0	0
Telluria mixta	0	0	0	0	0	0	11	10	0	0	0	0
Herbaspirillum seropedicae	0	0	0	0	0	0	13	0	0	0	0	0
Undibacterium parvum	0	0	0	0	0	0	15	0	16	16	0	0
Polynucleobacter sp. MWH-CaK5	0	0	0	0	0	0	153	52	0	0	0	60
Polynucleobacter sp. MWH-Braz-FAM2G	0	0	0	0	0	0	10	13	0	12	0	21
Polynucleobacter sp. UK-FUSCHL-C3	0	0	0	0	0	0	9	0	0	0	0	0
Polynucleobacter sp. Adler-ghost	0	0	0	0	0	0	7	0	0	0	0	0
Pandoraea norimbergensis	0	0	0	0	0	0	59	27	0	0	0	20
Burkholderia oklahomensis	0	0	0	0	0	0	28	0	0	0	0	0
Cupriavidus pauculus	0	0	0	0	0	0	20	18	0	0	40	0
Paraburkholderia sp. PGU19	0	0	0	0	0	0	10	0	0	0	0	0
Caballeronia sp. DA-9	0	0	0	0	0	0	11	0	0	0	0	0
Robbsia andropogonis	0	0	0	0	0	0	6	0	0	0	0	0
Limnobacter thiooxidans	0	0	0	0	0	0	9	0	0	0	0	0
Lautropia mirabilis	0	0	0	0	0	0	7	7	0	0	6	0
Rhodoferax sp. PAMC 29310	0	0	0	0	0	0	12	0	0	0	0	0
Limnohabitans sp. 103DPR2	0	0	0	0	0	0	7	8	0	0	0	0
Sutterella faecalis	0	0	0	0	0	0	8	24	862	246	0	12
Achromobacter veterisilvae	0	0	0	0	0	0	12	0	0	0	0	0
Paenalcaligenes faecalis	0	0	0	0	0	0	12	0	0	0	0	0
Piscinibacterium candidicorallinum	0	0	0	0	0	0	12	0	0	15	0	34
Iodobacter fluviatilis	0	0	0	0	0	0	160	79	0	0	18	90
Eikenella halliae	0	0	0	0	0	0	17	28	0	0	0	0
Nitrosomonas sp.	0	0	0	0	0	0	21	12	0	0	0	0
Nitrosomonas sp. Is79A3	0	0	0	0	0	0	11	9	0	0	0	0
Methyloradius palustris	0	0	0	0	0	0	10	0	0	0	0	0
Rhizobium sp. 11515TR	0	0	0	0	0	0	36	0	0	0	0	0
Rhizobium sp. Rhizsp82	0	0	0	0	0	0	9	0	0	0	0	147
Rhizobium sullae	0	0	0	0	0	0	29	164	0	0	0	0
Rhizobium leguminosarum	0	0	0	0	0	0	35	0	0	0	0	0
Shinella zoogloeoides	0	0	0	0	0	0	72	60	0	17	56	148
Sinorhizobium meliloti	0	0	0	0	0	0	20	0	0	0	0	16
Ensifer canadensis	0	0	0	0	0	0	10	0	0	0	7	0
Hoeflea sp.	0	0	0	0	0	0	8	0	0	0	0	0
Bradyrhizobium sp. B124	0	0	0	0	0	0	48	0	0	0	0	0
Bradyrhizobium sp. 930_D9_N1_4	0	0	0	0	0	0	11	0	0	0	0	0
Bradyrhizobium commune	0	0	0	0	0	0	14	0	0	0	0	0
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	0	0	0	0	0	0	86	48	0	0	0	0
Phyllobacterium sp. A18/5-2	0	0	0	0	0	0	8	0	0	0	0	0
Phyllobacterium meliloti	0	0	0	0	0	0	9	0	0	0	0	0
Pseudovibrio brasiliensis	0	0	0	0	0	0	10	7	0	0	0	0
Devosia sp. A16	0	0	0	0	0	0	10	0	0	0	0	0
Devosia sp. SD17-2	0	0	0	0	0	0	7	0	0	0	0	0
Mariluticola halotolerans	0	0	0	0	0	0	9	13	0	0	0	0
Microvirga ossetica	0	0	0	0	0	0	8	0	0	0	0	0
Methylorubrum populi	0	0	0	0	0	0	10	0	0	0	0	0
Bartonella schoenbuchensis	0	0	0	0	0	0	14	8	0	0	0	18
Aureimonas mangrovi	0	0	0	0	0	0	13	0	0	0	0	0
Aureimonas ureilytica	0	0	0	0	0	0	7	0	0	0	0	0
Oricola thermophila	0	0	0	0	0	0	21	0	0	0	0	0
Pseudolabrys sp. FHR47	0	0	0	0	0	0	12	0	0	0	0	0
Hyphomicrobium sp. ghe19	0	0	0	0	0	0	8	0	0	0	0	0
Methylosinus sporium	0	0	0	0	0	0	9	0	0	0	0	0
Anderseniella sp. Alg231-50	0	0	0	0	0	0	5	0	0	0	0	0
Phreatobacter stygius	0	0	0	0	0	0	8	0	0	0	0	0
Paracoccus yeei	0	0	0	0	0	0	109	0	0	0	21	0
Paracoccus seriniphilus	0	0	0	0	0	0	8	10	72	54	0	0
Pseudopelagicola sp. nBUS_19	0	0	0	0	0	0	22	6	0	0	0	8
Pseudooceanicola nitratireducens	0	0	0	0	0	0	22	0	0	0	0	0
Pseudorhodobacter turbinis	0	0	0	0	0	0	8	0	0	0	0	0
Algicella marina	0	0	0	0	0	0	6	0	0	0	0	0
Falsihalocynthiibacter arcticus	0	0	0	0	0	0	47	10	0	0	0	0
Sulfitobacter mediterraneus	0	0	0	0	0	0	19	20	0	0	0	0
Sulfitobacter alexandrii	0	0	0	0	0	0	17	0	0	0	53	108
Shimia sp. MIT910701	0	0	0	0	0	0	21	21	0	0	0	0
Roseobacter algicola (ex Choi et al. 2025) (nom. illeg.)	0	0	0	0	0	0	11	0	0	0	0	0
Roseovarius rhodophyticola	0	0	0	0	0	0	11	0	0	0	0	0
Leisingera aquaemixtae	0	0	0	0	0	0	17	0	0	18	11	0
Jannaschia ovalis	0	0	0	0	0	0	14	0	0	0	0	10
Erythrobacter sp. W53	0	0	0	0	0	0	71	31	0	0	17	23
Aurantiacibacter gangjinensis	0	0	0	0	0	0	14	0	0	0	0	0
Tsuneonella sp. CC-YZS046	0	0	0	0	0	0	6	0	0	0	55	128
Croceibacterium aestuarii	0	0	0	0	0	0	6	0	0	0	0	0
Sphingomonas sp. Y38-1Y	0	0	0	0	0	0	19	0	0	0	0	0
Novosphingobium sp.	0	0	0	0	0	0	21	7	0	0	6	10
Novosphingobium capsulatum	0	0	0	0	0	0	10	0	0	0	0	0
Allosphingosinicella flava	0	0	0	0	0	0	80	0	0	0	0	0
Sphingopyxis fribergensis	0	0	0	0	0	0	8	0	0	0	0	0
Acetobacter aceti	0	0	0	0	0	0	15	29	14	8	0	9
Azospirillum argentinense	0	0	0	0	0	0	21	0	0	0	0	0
Magnetospira sp. QH-2	0	0	0	0	0	0	13	0	0	0	5	0
Ferrovibrio sp.	0	0	0	0	0	0	11	0	0	0	0	0
Asticcacaulis sp. AND118	0	0	0	0	0	0	6	0	0	0	0	0
Asticcacaulis solisilvae	0	0	0	0	0	0	7	0	0	0	0	0
Brevundimonas sp.	0	0	0	0	0	0	10	0	0	0	0	8
Rickettsia endosymbiont of Cantharis rufa	0	0	0	0	0	0	9	0	0	0	0	38
Oceanicaulis sp.	0	0	0	0	0	0	17	0	0	0	0	0
Litorimonas sp. WD9-15	0	0	0	0	0	0	9	0	0	0	0	15
Hirschia baltica	0	0	0	0	0	0	8	0	0	0	0	0
Candidatus Odyssella acanthamoebae	0	0	0	0	0	0	6	0	0	0	0	0
Tistrella bauzanensis	0	0	0	0	0	0	12	0	0	0	0	0
Hyphococcus formosus	0	0	0	0	0	0	5	0	0	0	0	5
Temperatibacter marinus	0	0	0	0	0	0	7	0	0	0	0	0
Pseudodesulfovibrio profundus	0	0	0	0	0	0	11	0	0	0	0	0
Nitratidesulfovibrio vulgaris	0	0	0	0	0	0	7	7	0	0	0	0
Oceanidesulfovibrio marinus	0	0	0	0	0	0	10	11	0	0	10	0
Thermodesulfomicrobium sp. WS	0	0	0	0	0	0	8	0	0	0	0	0
Trichlorobacter ammonificans	0	0	0	0	0	0	41	14	0	0	0	0
Trichlorobacter lovleyi	0	0	0	0	0	0	39	5	0	0	0	0
Desulfuromonas soudanensis	0	0	0	0	0	0	6	0	0	10	0	0
Syntrophotalea carbinolica	0	0	0	0	0	0	6	0	8	0	0	0
Desulfopila sp. IMCC35008	0	0	0	0	0	0	17	0	0	0	0	0
Desulfofustis limnaeus	0	0	0	0	0	0	10	11	5	0	0	6
Desulfobulbus oligotrophicus	0	0	0	0	0	0	16	52	0	0	0	0
Desulfosarcina alkanivorans	0	0	0	0	0	0	6	11	20	0	5	0
Syntrophus buswellii	0	0	0	0	0	0	10	0	0	0	0	0
Thermosulfurimonas marina	0	0	0	0	0	0	6	0	0	0	0	0
Campylobacter volucris	0	0	0	0	0	0	385	125	0	0	0	0
Campylobacter sp. VBCF_01 NA2	0	0	0	0	0	0	12	0	0	0	0	0
Campylobacter sp. CCS1377	0	0	0	0	0	0	8	0	300	85	0	0
Campylobacter sp. RM12651	0	0	0	0	0	0	5	0	0	0	17	0
Campylobacter vicugnae	0	0	0	0	0	0	5	0	0	0	11	7
Sulfurimonas paralvinellae	0	0	0	0	0	0	44	118	0	0	0	0
Nitratiruptor sp. YY09-18	0	0	0	0	0	0	67	22	0	0	0	14
Caminibacter mediatlanticus	0	0	0	0	0	0	5	0	8	8	0	0
Treponema pedis	0	0	0	0	0	0	9	0	14	9	0	0
Sphaerochaeta globosa	0	0	0	0	0	0	26	0	0	0	0	0
Sphaerochaeta associata	0	0	0	0	0	0	9	0	0	0	0	0
Brachyspira hampsonii	0	0	0	0	0	0	6	9	0	0	0	10
Sorangium sp. So ce1099	0	0	0	0	0	0	16	0	0	0	0	18
Myxococcus stipitatus	0	0	0	0	0	0	13	13	0	9	0	0
Anaeromyxobacter oryzae	0	0	0	0	0	0	7	0	0	0	0	0
Pendulispora brunnea	0	0	0	0	0	0	16	13	0	0	0	0
Tunturiibacter lichenicola	0	0	0	0	0	0	11	0	0	0	0	0
Tunturiibacter empetritectus	0	0	0	0	0	0	11	0	5	9	0	0
Geothrix sp.	0	0	0	0	0	0	8	8	0	0	0	0
Denitrovibrio acetiphilus	0	0	0	0	0	0	17	16	0	0	22	126
Bdellovibrio sp. SKB1291214	0	0	0	0	0	0	16	10	0	0	0	0
Bdellovibrio sp. HCB274	0	0	0	0	0	0	11	0	0	14	0	0
Peredibacter sp. HCB2-198	0	0	0	0	0	0	13	67	0	0	0	0
Leptospirillum ferrooxidans	0	0	0	0	0	0	11	0	0	0	0	0
Thermocrinis albus	0	0	0	0	0	0	6	0	11	0	0	0
Nitrospina watsonii	0	0	0	0	0	0	5	8	0	0	0	0
Desulfurispirillum indicum	0	0	0	0	0	0	5	0	0	0	17	37
Thermaerobacter marianensis	0	0	0	0	0	0	11	0	0	0	0	0
Caproiciproducens sp. CPB-2	0	0	0	0	0	0	45	28	0	0	46	35
Caproicibacter sp. BJN0012	0	0	0	0	0	0	29	0	0	0	0	0
Desulfosporosinus youngiae	0	0	0	0	0	0	17	7	0	0	0	0
Desulfosporosinus paludis	0	0	0	0	0	0	7	0	0	0	0	0
Desulfitobacterium hafniense	0	0	0	0	0	0	13	9	0	7	0	0
Desulfitobacterium sp. AusDCA	0	0	0	0	0	0	22	19	5	0	0	0
Desulfotomaculum nigrificans	0	0	0	0	0	0	111	35	0	5	0	0
Thermanaerosceptrum fracticalcis	0	0	0	0	0	0	9	10	0	0	19	10
Heliorestis convoluta	0	0	0	0	0	0	7	6	0	0	9	0
Syntrophomonas wolfei	0	0	0	0	0	0	7	9	0	0	0	0
Desulfoscipio gibsoniae	0	0	0	0	0	0	6	0	0	0	0	0
Desulfoscipio sp. XC116	0	0	0	0	0	0	5	7	0	0	7	0
Terrisporobacter hibernicus	0	0	0	0	0	0	97	97	0	0	0	0
Natroniella sp. ANB-PHB2	0	0	0	0	0	0	60	28	0	0	0	0
Moorella sp. Hama-1	0	0	0	0	0	0	22	7	0	0	10	0
Natranaerobius thermophilus	0	0	0	0	0	0	13	60	0	0	0	0
Erysipelothrix sp. HDW6A	0	0	0	0	0	0	19	0	0	0	0	0
Selenomonas sp. oral taxon 920	0	0	0	0	0	0	41	16	0	0	0	0
Selenomonas dianae	0	0	0	0	0	0	38	0	0	8	0	0
Sporomusa silvacetica	0	0	0	0	0	0	10	0	0	11	0	0
Pelosinus fermentans	0	0	0	0	0	0	53	17	0	0	21	8
Megasphaera hexanoica	0	0	0	0	0	0	5	0	111	26	13	0
Streptococcus sp. NCTC 11567	0	0	0	0	0	0	75	0	0	0	0	0
Streptococcus zhangguiae	0	0	0	0	0	0	111	0	0	0	0	0
Streptococcus himalayensis	0	0	0	0	0	0	18	9	0	0	0	0
Streptococcus oriscaviae	0	0	0	0	0	0	11	0	20	16	0	38
Streptococcus troglodytae	0	0	0	0	0	0	11	5	0	0	8	0
Candidatus Enterococcus clewellii	0	0	0	0	0	0	14	15	0	0	0	16
Lactiplantibacillus carotarum	0	0	0	0	0	0	17	20	0	10	0	0
Lactiplantibacillus brownii	0	0	0	0	0	0	10	0	9	8	0	0
Pediococcus parvulus	0	0	0	0	0	0	32	0	0	0	0	0
Liquorilactobacillus mali	0	0	0	0	0	0	9	0	15	0	0	0
Apilactobacillus kunkeei	0	0	0	0	0	0	10	9	0	0	0	0
Oenococcus oeni	0	0	0	0	0	0	10	0	0	0	0	0
Secundilactobacillus paracollinoides	0	0	0	0	0	0	13	0	0	0	0	0
Xylocopilactobacillus apis	0	0	0	0	0	0	7	6	0	0	0	0
Trichococcus flocculiformis	0	0	0	0	0	0	5	0	0	8	0	0
Ruoffia tabacinasalis	0	0	0	0	0	0	25	5	0	0	0	0
Paenibacillus sp. FSL K6-1096	0	0	0	0	0	0	14	14	0	0	11	0
Paenibacillus sp. 32O-W	0	0	0	0	0	0	10	5	0	0	0	0
Paenibacillus sp. FSL W8-0186	0	0	0	0	0	0	13	0	0	0	0	0
Paenibacillus sp. 19GGS1-52	0	0	0	0	0	0	8	6	20	16	0	0
Paenibacillus sp. MBLB4367	0	0	0	0	0	0	7	0	0	0	0	0
Paenibacillus sp. BR2-3	0	0	0	0	0	0	7	0	0	0	0	0
Paenibacillus sp. JDR-2	0	0	0	0	0	0	7	20	0	0	0	0
Paenibacillus sp. FSL H7-0737	0	0	0	0	0	0	45	0	0	0	0	0
Paenibacillus sp. RC67	0	0	0	0	0	0	5	16	0	0	0	0
Paenibacillus sp. FSL W8-0187	0	0	0	0	0	0	34	0	0	0	72	51
Paenibacillus mucilaginosus	0	0	0	0	0	0	29	40	6	0	5	6
Paenibacillus lentus	0	0	0	0	0	0	13	7	0	0	6	9
Paenibacillus polymyxa	0	0	0	0	0	0	66	42	0	46	36	46
Paenibacillus bovis	0	0	0	0	0	0	9	0	0	0	0	0
Paenibacillus terrae	0	0	0	0	0	0	15	0	0	0	0	0
Paenibacillus tianjinensis	0	0	0	0	0	0	7	0	0	0	0	0
Brevibacillus choshinensis	0	0	0	0	0	0	14	15	0	0	0	0
Brevibacillus sp. TJ4	0	0	0	0	0	0	9	0	0	0	8	0
Cohnella sp. LGH	0	0	0	0	0	0	11	9	0	0	0	0
Cohnella cholangitidis	0	0	0	0	0	0	8	20	0	0	0	0
Bacillus sp. N1-1	0	0	0	0	0	0	24	17	22	0	0	0
Bacillus sp. YBsi01	0	0	0	0	0	0	31	20	15	0	0	0
Bacillus sp. 1NLA3E	0	0	0	0	0	0	12	0	0	0	0	0
Bacillus infantis	0	0	0	0	0	0	5	0	0	0	19	70
Neobacillus sp. FSL H8-0543	0	0	0	0	0	0	16	0	0	6	0	0
Peribacillus simplex	0	0	0	0	0	0	19	0	0	0	0	0
Lysinibacillus sp. FSL K6-4013	0	0	0	0	0	0	39	0	0	0	0	0
Virgibacillus halodenitrificans	0	0	0	0	0	0	19	0	0	0	0	0
Oceanobacillus oncorhynchi	0	0	0	0	0	0	8	0	0	0	0	0
Pontibacillus sp. HMF3514	0	0	0	0	0	0	8	6	0	0	14	21
Salisediminibacterium selenitireducens	0	0	0	0	0	0	9	0	0	0	0	0
Lentibacillus sp. CBA3610	0	0	0	0	0	0	6	12	0	0	0	0
Alkalibacillus sp. S2W	0	0	0	0	0	0	5	0	0	0	0	0
Staphylococcus saprophyticus	0	0	0	0	0	0	24	0	37	0	0	0
Macrococcus equipercicus	0	0	0	0	0	0	15	19	0	0	0	0
Macrococcus brunensis	0	0	0	0	0	0	9	7	0	0	0	6
Thermaerobacillus caldiproteolyticus	0	0	0	0	0	0	118	0	0	0	0	0
Geobacillus genomosp. 3	0	0	0	0	0	0	28	0	0	0	0	0
Parageobacillus toebii	0	0	0	0	0	0	20	0	0	0	0	0
Planococcus shixiaomingii	0	0	0	0	0	0	16	0	0	0	0	21
Planococcus halotolerans	0	0	0	0	0	0	8	0	0	0	0	0
Ureibacillus chungkukjangi	0	0	0	0	0	0	8	12	0	0	0	0
